event_date,scheduled_start,scheduled_end,platform,table_code,queue_number,company_name,appointment_status,arrival_status
2026-08-17,15:00,15:15,AMAZON,AMAZON_1,E017,"Krungthep Leather Trading Co., Ltd.",scheduled,not_arrived
2026-08-17,15:15,15:30,AMAZON,AMAZON_1,E018,"Sukhothai Herbal Export Co., Ltd.",scheduled,not_arrived
2026-08-17,15:45,16:00,AMAZON,AMAZON_1,E019,"Golden Jewelry Co., Ltd.",scheduled,not_arrived
2026-08-17,16:00,16:15,AMAZON,AMAZON_1,E020,"Ayutthaya Silk Enterprise Co., Ltd.",scheduled,not_arrived
2026-08-17,16:15,16:30,AMAZON,AMAZON_1,E021,"Nakhon Snacks Co., Ltd.",scheduled,not_arrived
2026-08-17,16:30,16:45,AMAZON,AMAZON_1,E022,"Royal Foods Enterprise Co., Ltd.",scheduled,not_arrived
2026-08-17,16:45,17:00,AMAZON,AMAZON_1,E023,"Thai Herbal Export Co., Ltd.",scheduled,not_arrived
2026-08-17,10:00,10:15,AMAZON,AMAZON_2,F001,"Bangsaen Rubber Trading Co., Ltd.",arrived,arrived
2026-08-17,10:15,10:30,AMAZON,AMAZON_2,F002,"Isan Herbal Trading Co., Ltd.",arrived,arrived
2026-08-17,10:30,10:45,AMAZON,AMAZON_2,F003,"Chao Phraya Spice Group Co., Ltd.",arrived,arrived
2026-08-17,10:45,11:00,AMAZON,AMAZON_2,F004,"Krungthep Silk Export Co., Ltd.",scheduled,not_arrived
2026-08-17,11:00,11:15,AMAZON,AMAZON_2,F005,"Sukhothai Home Trading Co., Ltd.",scheduled,not_arrived
2026-08-17,11:15,11:30,AMAZON,AMAZON_2,F006,"Golden Jewelry Industries Co., Ltd.",scheduled,not_arrived
2026-08-17,11:30,11:45,AMAZON,AMAZON_2,F007,"Ayutthaya Craft Co., Ltd.",scheduled,not_arrived
2026-08-17,11:45,12:00,AMAZON,AMAZON_2,F008,"Nakhon Coffee Group Co., Ltd.",scheduled,not_arrived
2026-08-17,13:00,13:15,AMAZON,AMAZON_2,F009,"Royal Fruits Enterprise Co., Ltd.",scheduled,not_arrived
2026-08-17,13:15,13:30,AMAZON,AMAZON_2,F010,"Thai Herbal Industries Co., Ltd.",scheduled,not_arrived
2026-08-17,13:30,13:45,AMAZON,AMAZON_2,F011,"Bangsaen Foods Industries Co., Ltd.",scheduled,not_arrived
2026-08-17,13:45,14:00,AMAZON,AMAZON_2,F012,"Isan Ceramics Enterprise Co., Ltd.",scheduled,not_arrived
2026-08-17,14:00,14:15,AMAZON,AMAZON_2,F013,"Chao Phraya Furniture Industries Co., Ltd.",scheduled,not_arrived
2026-08-17,14:15,14:30,AMAZON,AMAZON_2,F014,"Krungthep Silk Co., Ltd.",scheduled,not_arrived
2026-08-17,14:30,14:45,AMAZON,AMAZON_2,F015,"Sukhothai Herbal Industries Co., Ltd.",scheduled,not_arrived
2026-08-17,14:45,15:00,AMAZON,AMAZON_2,F016,"Golden Wellness Co., Ltd.",scheduled,not_arrived
2026-08-17,15:00,15:15,AMAZON,AMAZON_2,F017,"Ayutthaya Craft Trading Co., Ltd.",scheduled,not_arrived
2026-08-17,15:15,15:30,AMAZON,AMAZON_2,F018,"Nakhon Rubber Enterprise Co., Ltd.",scheduled,not_arrived
2026-08-17,15:45,16:00,AMAZON,AMAZON_2,F019,"Royal Silk Trading Co., Ltd.",scheduled,not_arrived
2026-08-17,16:00,16:15,AMAZON,AMAZON_2,F020,"Thai Furniture Trading Co., Ltd.",scheduled,not_arrived
2026-08-17,16:15,16:30,AMAZON,AMAZON_2,F021,"Bangsaen Seafood Group Co., Ltd.",scheduled,not_arrived
2026-08-17,16:30,16:45,AMAZON,AMAZON_2,F022,"Isan Herbal Co., Ltd.",scheduled,not_arrived
2026-08-17,16:45,17:00,AMAZON,AMAZON_2,F023,"Chao Phraya Herbal Co., Ltd.",scheduled,not_arrived
2026-08-17,10:00,10:15,ALIBABA,ALIBABA_1,G001,"Krungthep Textiles Trading Co., Ltd.",arrived,arrived
2026-08-17,10:15,10:30,ALIBABA,ALIBABA_1,G002,"Sukhothai Spice Co., Ltd.",arrived,arrived
2026-08-17,10:30,10:45,ALIBABA,ALIBABA_1,G003,"Golden Silk Export Co., Ltd.",arrived,arrived
2026-08-17,10:45,11:00,ALIBABA,ALIBABA_1,G004,"Ayutthaya Silk Enterprise Co., Ltd.",scheduled,not_arrived
2026-08-17,11:00,11:15,ALIBABA,ALIBABA_1,G005,"Nakhon Jewelry Group Co., Ltd.",scheduled,not_arrived
2026-08-17,11:15,11:30,ALIBABA,ALIBABA_1,G006,"Royal Wellness Group Co., Ltd.",scheduled,not_arrived
2026-08-17,11:30,11:45,ALIBABA,ALIBABA_1,G007,"Thai Herbal Enterprise Co., Ltd.",scheduled,not_arrived
2026-08-17,11:45,12:00,ALIBABA,ALIBABA_1,G008,"Bangsaen Snacks Industries Co., Ltd.",scheduled,not_arrived
2026-08-17,13:00,13:15,ALIBABA,ALIBABA_1,G009,"Isan Ceramics Export Co., Ltd.",scheduled,not_arrived
2026-08-17,13:15,13:30,ALIBABA,ALIBABA_1,G010,"Chao Phraya Seafood Export Co., Ltd.",scheduled,not_arrived
2026-08-17,13:30,13:45,ALIBABA,ALIBABA_1,G011,"Krungthep Home Industries Co., Ltd.",scheduled,not_arrived
2026-08-17,13:45,14:00,ALIBABA,ALIBABA_1,G012,"Sukhothai Leather Export Co., Ltd.",scheduled,not_arrived
2026-08-17,14:00,14:15,ALIBABA,ALIBABA_1,G013,"Golden Coffee Industries Co., Ltd.",scheduled,not_arrived
2026-08-17,14:15,14:30,ALIBABA,ALIBABA_1,G014,"Ayutthaya Silk Group Co., Ltd.",scheduled,not_arrived
2026-08-17,14:30,14:45,ALIBABA,ALIBABA_1,G015,"Nakhon Coffee Co., Ltd.",scheduled,not_arrived
2026-08-17,14:45,15:00,ALIBABA,ALIBABA_1,G016,"Royal Foods Co., Ltd.",scheduled,not_arrived
2026-08-17,15:00,15:15,ALIBABA,ALIBABA_1,G017,"Thai Herbal Co., Ltd.",scheduled,not_arrived
2026-08-17,15:15,15:30,ALIBABA,ALIBABA_1,G018,"Bangsaen Jewelry Enterprise Co., Ltd.",scheduled,not_arrived
2026-08-17,15:45,16:00,ALIBABA,ALIBABA_1,G019,"Isan Herbal Industries Co., Ltd.",scheduled,not_arrived
2026-08-17,16:00,16:15,ALIBABA,ALIBABA_1,G020,"Chao Phraya Seafood Export Co., Ltd.",scheduled,not_arrived
2026-08-17,16:15,16:30,ALIBABA,ALIBABA_1,G021,"Krungthep Craft Trading Co., Ltd.",scheduled,not_arrived
2026-08-17,16:30,16:45,ALIBABA,ALIBABA_1,G022,"Sukhothai Spice Trading Co., Ltd.",scheduled,not_arrived
2026-08-17,16:45,17:00,ALIBABA,ALIBABA_1,G023,"Golden Craft Enterprise Co., Ltd.",scheduled,not_arrived
2026-08-17,10:00,10:15,ALIBABA,ALIBABA_2,H001,"Ayutthaya Craft Group Co., Ltd.",arrived,arrived
2026-08-17,10:15,10:30,ALIBABA,ALIBABA_2,H002,"Nakhon Jewelry Co., Ltd.",arrived,arrived
2026-08-17,10:30,10:45,ALIBABA,ALIBABA_2,H003,"Royal Rice Industries Co., Ltd.",arrived,arrived
2026-08-17,10:45,11:00,ALIBABA,ALIBABA_2,H004,"Thai Furniture Industries Co., Ltd.",scheduled,not_arrived
2026-08-17,11:00,11:15,ALIBABA,ALIBABA_2,H005,"Bangsaen Foods Industries Co., Ltd.",scheduled,not_arrived
2026-08-17,11:15,11:30,ALIBABA,ALIBABA_2,H006,"Isan Leather Export Co., Ltd.",scheduled,not_arrived
2026-08-17,11:30,11:45,ALIBABA,ALIBABA_2,H007,"Chao Phraya Herbal Industries Co., Ltd.",scheduled,not_arrived
2026-08-17,11:45,12:00,ALIBABA,ALIBABA_2,H008,"Krungthep Craft Co., Ltd.",scheduled,not_arrived
2026-08-17,13:00,13:15,ALIBABA,ALIBABA_2,H009,"Sukhothai Herbal Group Co., Ltd.",scheduled,not_arrived
2026-08-17,13:15,13:30,ALIBABA,ALIBABA_2,H010,"Golden Silk Industries Co., Ltd.",scheduled,not_arrived
2026-08-17,13:30,13:45,ALIBABA,ALIBABA_2,H011,"Ayutthaya Fruits Enterprise Co., Ltd.",scheduled,not_arrived
2026-08-17,13:45,14:00,ALIBABA,ALIBABA_2,H012,"Nakhon Rubber Export Co., Ltd.",scheduled,not_arrived
2026-08-17,14:00,14:15,ALIBABA,ALIBABA_2,H013,"Royal Coffee Industries Co., Ltd.",scheduled,not_arrived
2026-08-17,14:15,14:30,ALIBABA,ALIBABA_2,H014,"Thai Herbal Trading Co., Ltd.",scheduled,not_arrived
2026-08-17,14:30,14:45,ALIBABA,ALIBABA_2,H015,"Bangsaen Rice Export Co., Ltd.",scheduled,not_arrived
2026-08-17,14:45,15:00,ALIBABA,ALIBABA_2,H016,"Isan Ceramics Export Co., Ltd.",scheduled,not_arrived
2026-08-17,15:00,15:15,ALIBABA,ALIBABA_2,H017,"Chao Phraya Furniture Group Co., Ltd.",scheduled,not_arrived
2026-08-17,15:15,15:30,ALIBABA,ALIBABA_2,H018,"Krungthep Silk Export Co., Ltd.",scheduled,not_arrived
2026-08-17,15:45,16:00,ALIBABA,ALIBABA_2,H019,"Sukhothai Beauty Industries Co., Ltd.",scheduled,not_arrived
2026-08-17,16:00,16:15,ALIBABA,ALIBABA_2,H020,"Golden Craft Group Co., Ltd.",scheduled,not_arrived
2026-08-17,16:15,16:30,ALIBABA,ALIBABA_2,H021,"Ayutthaya Wellness Trading Co., Ltd.",scheduled,not_arrived
2026-08-17,16:30,16:45,ALIBABA,ALIBABA_2,H022,"Nakhon Coffee Industries Co., Ltd.",scheduled,not_arrived
2026-08-17,16:45,17:00,ALIBABA,ALIBABA_2,H023,"Royal Coffee Group Co., Ltd.",scheduled,not_arrived
2026-08-17,10:00,10:10,SHOPEE,SHOPEE_1,S001,"Thai Seafood Co., Ltd.",arrived,arrived
2026-08-17,10:10,10:20,SHOPEE,SHOPEE_1,S002,"Bangsaen Foods Co., Ltd.",arrived,arrived
2026-08-17,10:20,10:30,SHOPEE,SHOPEE_1,S003,"Isan Organics Trading Co., Ltd.",arrived,arrived
2026-08-17,10:30,10:40,SHOPEE,SHOPEE_1,S004,"Chao Phraya Spice Industries Co., Ltd.",scheduled,not_arrived
2026-08-17,10:40,10:50,SHOPEE,SHOPEE_1,S005,"Krungthep Craft Co., Ltd.",scheduled,not_arrived
2026-08-17,10:50,11:00,SHOPEE,SHOPEE_1,S006,"Sukhothai Home Group Co., Ltd.",scheduled,not_arrived
2026-08-17,11:00,11:10,SHOPEE,SHOPEE_1,S007,"Golden Foods Enterprise Co., Ltd.",scheduled,not_arrived
2026-08-17,11:10,11:20,SHOPEE,SHOPEE_1,S008,"Ayutthaya Home Co., Ltd.",scheduled,not_arrived
2026-08-17,11:20,11:30,SHOPEE,SHOPEE_1,S009,"Nakhon Coffee Industries Co., Ltd.",scheduled,not_arrived
2026-08-17,11:30,11:40,SHOPEE,SHOPEE_1,S010,"Royal Rice Group Co., Ltd.",scheduled,not_arrived
2026-08-17,11:40,11:50,SHOPEE,SHOPEE_1,S011,"Thai Rubber Industries Co., Ltd.",scheduled,not_arrived
2026-08-17,11:50,12:00,SHOPEE,SHOPEE_1,S012,"Bangsaen Jewelry Industries Co., Ltd.",scheduled,not_arrived
2026-08-17,13:00,13:10,SHOPEE,SHOPEE_1,S013,"Isan Leather Export Co., Ltd.",scheduled,not_arrived
2026-08-17,13:10,13:20,SHOPEE,SHOPEE_1,S014,"Chao Phraya Ceramics Enterprise Co., Ltd.",scheduled,not_arrived
2026-08-17,13:20,13:30,SHOPEE,SHOPEE_1,S015,"Krungthep Craft Trading Co., Ltd.",scheduled,not_arrived
2026-08-17,13:30,13:40,SHOPEE,SHOPEE_1,S016,"Sukhothai Leather Group Co., Ltd.",scheduled,not_arrived
2026-08-17,13:40,13:50,SHOPEE,SHOPEE_1,S017,"Golden Jewelry Export Co., Ltd.",scheduled,not_arrived
2026-08-17,13:50,14:00,SHOPEE,SHOPEE_1,S018,"Ayutthaya Textiles Export Co., Ltd.",scheduled,not_arrived
2026-08-17,14:00,14:10,SHOPEE,SHOPEE_1,S019,"Nakhon Coffee Export Co., Ltd.",scheduled,not_arrived
2026-08-17,14:10,14:20,SHOPEE,SHOPEE_1,S020,"Royal Foods Export Co., Ltd.",scheduled,not_arrived
2026-08-17,14:20,14:30,SHOPEE,SHOPEE_1,S021,"Thai Snacks Co., Ltd.",scheduled,not_arrived
2026-08-17,14:30,14:40,SHOPEE,SHOPEE_1,S022,"Bangsaen Snacks Co., Ltd.",scheduled,not_arrived
2026-08-17,14:40,14:50,SHOPEE,SHOPEE_1,S023,"Isan Beauty Industries Co., Ltd.",scheduled,not_arrived
2026-08-17,14:50,15:00,SHOPEE,SHOPEE_1,S024,"Chao Phraya Snacks Enterprise Co., Ltd.",scheduled,not_arrived
2026-08-17,15:00,15:10,SHOPEE,SHOPEE_1,S025,"Krungthep Home Industries Co., Ltd.",scheduled,not_arrived
2026-08-17,15:10,15:20,SHOPEE,SHOPEE_1,S026,"Sukhothai Herbal Industries Co., Ltd.",scheduled,not_arrived
2026-08-17,15:20,15:30,SHOPEE,SHOPEE_1,S027,"Golden Fruits Enterprise Co., Ltd.",scheduled,not_arrived
2026-08-17,15:45,15:55,SHOPEE,SHOPEE_1,S028,"Ayutthaya Silk Co., Ltd.",scheduled,not_arrived
2026-08-17,15:55,16:05,SHOPEE,SHOPEE_1,S029,"Nakhon Foods Industries Co., Ltd.",scheduled,not_arrived
2026-08-17,16:05,16:15,SHOPEE,SHOPEE_1,S030,"Royal Wellness Enterprise Co., Ltd.",scheduled,not_arrived
2026-08-17,16:15,16:25,SHOPEE,SHOPEE_1,S031,"Thai Snacks Group Co., Ltd.",scheduled,not_arrived
2026-08-17,16:25,16:35,SHOPEE,SHOPEE_1,S032,"Bangsaen Seafood Enterprise Co., Ltd.",scheduled,not_arrived
2026-08-17,16:35,16:45,SHOPEE,SHOPEE_1,S033,"Isan Spice Industries Co., Ltd.",scheduled,not_arrived
2026-08-17,16:45,16:55,SHOPEE,SHOPEE_1,S034,"Chao Phraya Organics Group Co., Ltd.",scheduled,not_arrived
2026-08-17,10:00,10:10,SHOPEE,SHOPEE_2,T001,"Krungthep Leather Co., Ltd.",arrived,arrived
2026-08-17,10:10,10:20,SHOPEE,SHOPEE_2,T002,"Sukhothai Ceramics Group Co., Ltd.",arrived,arrived
2026-08-17,10:20,10:30,SHOPEE,SHOPEE_2,T003,"Golden Coffee Industries Co., Ltd.",arrived,arrived
